"영화명,id,nickname,text,score,like,dislike,time,watch_movie"
"로망,15,wee2****,인생의 끝자락에 서서 뒤돌아보니 아직도 내옆에 남아있는건 내 아내였더라.,10,51,4,2019-04-03 10:29:00,0"
"로망,16,ncin****,덤덤하게 그래서 더 짠한...,8,48,2,2019-04-03 13:29:00,0"
"로망,17,새우(shri****),품안에 있을 때만 자식이다.자식과 나는 1촌관계 그이상 그이하도 아니다.역시 나중에 남는건 배우자 밖에 없다.,10,36,1,2019-04-04 11:30:00,0"
"로망,18,KangP(mook****),올 해 꼭 봐야 할 영화~~,10,36,2,2019-04-03 11:22:00,0"
"로망,19,아침N(morn****),요즘 같은 시대에 정말 마음을 씻어주는 영화네요. 가족 관람 적극 추천,10,34,1,2019-04-03 10:28:00,0"
"로망,20,영화미치광이(mnb5****),로망... 개봉 첫날 조조로 봤네요. 이순재 선생님과 정영숙 선생님의 연기는 말할 것도 없고요. '로맨스'와 '노망' 두 가지 중의적인 의미를 고스란히 담고 있네요. 제목도 내용도 모두 ...,10,30,1,2019-04-03 14:52:00,0"
"로망,21,김지애(wldo****),어제 점심에 봤는데 하루가 지난 지금까지도 여운이 남네요 보는내내 감동적이고 끝나고 나서도 가슴이 적적해지는 영화였습니다. 뻔하게 흘러가지 않아서 좋았고 인위적이지 않은 감동이였습니다.,10,32,3,2019-04-04 13:37:00,0"
"로망,22,doeun(ehdm****),""반가워. 나도요, 반가워요"",10,33,4,2019-04-03 11:28:00,0"
"로망,23,매리(maer****),좋은 영화인데 상영하는 곳이 많지 않아 속상하네요..,10,28,2,2019-04-06 19:20:00,0"
"로망,24,전성현(2374****),이런 영화를 영화관에 제대로 상영을 안하는 이유를 모르겠어요... 눈물 콧물 다 빼내었어요... 정말 최고의 영화였습니다...,10,25,1,2019-04-06 21:40:00,0"
"로망,25,HHM(rotj****),왜?? 상영관이 별로없지??어쩔수없이 엄마랑 조조로봤어요~상영관이 별로 없다는게 안타까웠어요. 보는내내 가슴이 먹먹해지는 영화.꼭 보셨음 좋겠어요!!,10,23,0,2019-04-07 22:50:00,관람객"
"로망,26,하이하이(youj****),최근에 본 영화 중에 가장 감동적이였어요. 가족 또는 연인과 함께 보면 좋을 것 같아요,10,24,1,2019-04-03 14:22:00,0"
"로망,27,dmsdudwldyd88(dmsd****),""자연스럽게 영화를 보고 있으면 눈물이 나는 그런 공감적인 부분이 많이 되었던 영화였던거 같습니다  믿고 볼 수 밖에 없는 배우님들의 연기와  충분히 우리 인생에 있을수 있는 이야기들,나중에 후회하지 말고  있을때 잘..."",10,25,2,2019-04-03 11:46:00,0"
"로망,28,바리티에(9969****),부모님과 함께 볼만한 영화...,9,24,2,2019-04-03 10:45:00,0"
"로망,29,이상원(lsw8****),상영관을 늘려야합니다,10,25,3,2019-04-07 18:56:00,0"
"로망,30,kyle(nuno****),영화관 나오면서 바로 어머니에게 전화를 드렸네요. 가족의 소중함을 다시한번 일깨워 주는 영화... 이런 영화 좋아요.,10,23,2,2019-04-03 10:40:00,0"
"로망,31,찌숭(ange****),뻔한 억지 감동영화들에 지치고 지겨웠는데오랜만에 영화다운 영화봤네요왜 이런 영화를 많이 상영안하고쓰레기같은영화들은 그렇게나 열심히홍보하고상영하는지이해할수가없네요,10,21,1,2019-04-06 17:05:00,0"
"로망,32,20년만 더 힘내는거야(wins****),40대중년으로 우리가 살아가며  주위에서 일어나는 일상을 잘 그렸는데..     슬프네요,10,21,1,2019-04-03 13:36:00,0"
"로망,33,JJ맘(keo8****),치매 걸린 두 노부부가 서로에게 의존하며돌보는 장면부터 영화 내내 가슴이 울컥하고눈물 훔치며 보았다.이건 연기가 아니라 리얼 그 차체였다.,10,20,1,2019-04-07 23:56:00,0"
"로망,34,BLOCK(bloc****),""눈안에 미세먼지를 확 씻어낼 수 있는 영화네요. 연출이 섬세하고 내용도 담백합니다. 대한민국의 평범한 부부, 가족들을 위한 영화로 추천합니다."",10,20,1,2019-04-03 10:23:00,0"
"로망,35,클로이(bloo****),관람객들 다 우느라 영화 끝나도 바로 나갈 수가 없었다. 고령화 사회에 꼭 필요한 영화...,10,19,2,2019-04-06 15:12:00,0"
"로망,36,우엥우헹(qsd0****),눈물이 흐릅니다..ㅠ,10,19,2,2019-04-03 15:19:00,0"
"로망,37,keyc****,""극장에서 오열하고옴..ㅠㅠ이런 영화 많이 접할수있었으면 좋겠다자극적인 내용 아니어도, 핫한 젊은 톱스타 나오지않아도 이렇게나 지루함없이 많은걸 느낄수있는 영화."",10,17,1,2019-04-06 19:05:00,0"
"로망,38,wngk****,이순재 선생님 정영숙 선생님 연기 명불허전. 감동 스토리까지 10점!!,10,15,0,2019-04-05 23:06:00,0"
"로망,39,pshd****,먹먹하게 하는 영화.시간 가는줄도 모르고 정말 재밋게 봤네요 생각도 많아지고 생각도 깊어지고.. 여러모로 성숙해지게 만듭니다 부모님께 잘 할께요ㅜㅜ,10,16,1,2019-04-08 15:26:00,관람객"
"로망,40,하림(hari****),제 인생 최고의 영화에요 백만원 넘게 달라고해도 주고 볼 영화에요 평점 처음 쓰는데 진짜 최고에요 진짜 진짜 진짜 최고에요,10,18,3,2019-04-05 03:04:00,0"
"로망,41,재진(yuae****),가족이랑 같이봤는데 스토리도 좋고 너무 좋았어요,10,15,1,2019-04-06 22:11:00,관람객"
"로망,42,지금생각중(elsl****),인생영화라고 말할정도의 영화다..,10,15,1,2019-04-06 16:44:00,0"
"로망,43,폭기(dlwl****),주변에 상영관이 없어 멀리 찾아찾아 갔는데 시간돠 정성이 하나도 안아까웠습니다.,10,15,1,2019-04-06 12:24:00,0"
"로망,44,ssem(sse_****),왜 안봐요?!!!부부끼리 한번 부모님과 한번자식과 한번 세번은 보세요 ㅜㅜㅜㅜ인생영화입니다,10,15,1,2019-04-06 12:05:00,0"
"로망,45,까미(kami****),""정말 아름답고 감동적이였습니다.오래오래 기억에 남을것 같고,아이들과 부모님 형제들과 함께 보고싶습니다.오늘 너무 울어서 머리가 아플 지경이였습니다.너무 잘 만들어진 영화같습니다."",10,15,1,2019-04-06 04:44:00,0"
"로망,46,khee****,치매이야기가 아니라 부부이야기이며 부모이야기입니다.다시 한번 주변을 돌아보게 하는 영화네요~^^,10,15,1,2019-04-05 09:22:00,0"
"로망,47,남슈(nams****),""상영회로 봤습니다 휴지 꼭 챙겨가세요!!!! 뻔할수있지만 드라마 눈이부시게 생각도 나고, 우리도 늙을 수 있다는 생각과 함께 부모님 계실때 잘해드려야겠다 생각이 들었습니다. 감동 슬픔 따뜻한 영화"",10,15,1,2019-04-03 10:34:00,0"
"로망,48,1110(w242****),상영관이 좀 많았으면 좋았을텐데,9,14,1,2019-04-07 15:38:00,관람객"
"로망,49,권서연(cind****),""안 울려고 해도 눈물이 나는 영화임,, 혼자라도 또 보러 가고 싶은 영화나의 미래, 가족에 대해 생각해보게 되는 영화고 꼭 한번 보는것을 추천합니다."",10,14,1,2019-04-06 18:37:00,0"
"로망,50,gksd****,간만에 눈물을  펑펑 쏟았습니다.,10,15,3,2019-04-03 12:13:00,0"
"로망,51,카이저(good****),이순재 해변가에서 오열할때 나도 모르게 울컥했다 잊지 못할 장면 같다,10,11,0,2019-04-05 17:53:00,0"
"로망,52,유리니(w133****),나와 내가족을 다시 생각하게 만드는 영화네요..,10,11,0,2019-04-04 15:45:00,0"
"로망,53,율이맘(nigh****),손수건 필수 ㅠㅠ 추천합니다.,10,11,0,2019-04-04 14:59:00,0"
"로망,54,주(joo4****),영화 로망 너무 감동적이네요ㅠㅠㅠ현실적인 이야기라 마음에 와닿았습니다 ㅠㅠ배우자랑봐도 좋고 자식들과 봐도 좋은 영화예요느껴지는게 많은 인생영화였습니다!!,10,11,0,2019-04-04 14:53:00,0"
"로망,55,으랏차차(rock****),""영화속 조한철 대사 한마디가 머리에서 떠나지 않네요. (아버지 저하고 찬해자려) """"애쓰지 마세요.""""  아버지가 보고  싶습니다. 비록 많으 늙으셨어도 저에게는 영원한 영웅이십니다. 그리고 꼭 반드시 어..."",10,11,0,2019-04-04 13:19:00,0"
"로망,56,장얼짱(jmn7****),많은생각을하게만드는영화이자 내자신을되돌아보게되는시간이였으며 여운이 깊게많이남는영화,10,11,0,2019-04-04 13:13:00,0"
"로망,57,sira****,펑펑 울고 힐링되는 영화,10,11,0,2019-04-04 13:03:00,0"
"로망,58,myjk****,대박 따뜻한 영화예요~!! ㅎㅎ 너무 슬프지만 그만큼 생각이 많아지고 주변을 돌아보게 되네요,10,11,0,2019-04-04 12:45:00,0"
"로망,59,부헉(dlsd****),""정말 좋은 영화입니다. 노련한 배우님들의 연기, 가족들이 함께 생각해볼만한 로망이라는 주제, 복잡할 거 같으면서도 잘 풀어낸 스토리. 연인, 부부, 가족 모두 함께 같이 보면 정말 좋은 영화입니다. 꼭 보시기를 추천..."",10,12,1,2019-04-06 20:16:00,0"
"로망,60,jjyr****,나 자신의 삶을 되돌아보고 가족을 둘러보게하는 멋진 영화네요. 부모님이랑 같이 보면 좋을거같네요,10,12,1,2019-04-06 18:35:00,0"
"로망,61,김민경(mets****),""가족의 의미와 부모의 소중함을 일깨워주는 영화 ,"",10,12,1,2019-04-06 16:23:00,관람객"
"로망,62,Qwer1234(suno****),손수건 꼭 챙겨가시구요. 울다 웃다 생각없이 보러갔다가 많은걸 느끼게해주는 시간이었습니다. 부모님들과 가족들과 함께 보시길 강추합니다.,10,12,1,2019-04-03 10:54:00,0"
"로망,63,할수있당(rkwk****),로:망 보는 걸 망:설이지마세요!^^,10,13,2,2019-04-04 23:46:00,0"
"로망,64,사랑으로(chan****),보는내내 나의 미래를 보는듯하다 ㅠ.ㅠ,10,10,0,2019-04-03 14:11:00,0"
"로망,65,엄정훈(rhdq****),저한테 철학적으로 다가온 영화입니다.펑펑 울었어요,10,11,1,2019-04-08 15:59:00,0"
"로망,66,o_o_****,가슴이 먹먹해지네요 엄마랑 같이 봤는데 엄마도 울고 저도 울었어요 정말 추천합니다!,10,11,1,2019-04-08 08:12:00,관람객"
"로망,67,TOP(hope****),최고다 진짜 최고야 ....,10,11,1,2019-04-06 14:27:00,0"
"로망,68,시니(ysin****),정말 감동적이고 가슴이 먹먹해지는 영화네요..ㅠㅠ,10,11,1,2019-04-05 23:31:00,0"
"로망,69,모과(best****),친정엄마 생각이 나서 울컥~ 슬프고 아름다운 이야기 입니다미래의 내 삶을 세삼 그려보게 되네요  잘 봤습니다..,10,11,1,2019-04-05 18:00:00,0"
"로망,70,kvcj****,생일이 잊어서는 안되는 과거라면로망은 우리가 앞으로 겪게될 미래인듯생일이 억지로 감정 짜내길래 실망햇는데 로망은 와닿네요,9,11,1,2019-04-04 15:46:00,0"
"로망,71,김부경(sanm****),보는 내내 가슴이 먹먹해졌지만 비극적인 당신들의 삶을 참 우아하고 아름답게 표현한 영화였습니다... 아들과 뜻깊은 영화 잘 보았습니다~,10,11,1,2019-04-04 10:07:00,0"
"로망,72,마이더스(jong****),내가 봤던 한국 영화중에 가장 슬픈영화였다 진짜 한국인이라면 무조건 봐야하는 영화라고 생각한다,10,11,1,2019-04-03 22:00:00,0"
"로망,73,2eesh(2ees****),""나에게 있어, 할아버지 할머니 들이 더 많이 생각나게 만드는 영화 였습니다. 좋은영화 감사합니다!"",10,11,1,2019-04-03 10:33:00,0"
"로망,74,노남경(kyob****),현실상황에 누구나 격을수있는 일들을 일깨어주는영화정말 눈물이 아깝지않은 영화  추천합니다,10,9,0,2019-04-07 16:03:00,0"
"로망,75,시니어교구목회자(ybc1****),정말  이 영화 만든 제작자와 출연진 그리고 배급사에 박수를 보냅니다. 돈 안되는 걸 알면서도 이렇게  현 시대를 반영하고 또 의미있는 영화를 만들어 올려주셔서 감사드립니다. 부모님께 꼭 효도하겠습니다!!!,10,9,0,2019-04-07 14:08:00,0"
"로망,76,Hyoeun(chlo****),""영화중에서 가장 많이 울었던,할머니,할아버지를 떠올리게 하는 영화였다"",10,9,0,2019-04-06 21:11:00,0"
"로망,77,마님쫑(pmz7****),미래의 남편과 함께 봤어요 영화보며 느낀 생각과 마음 오래오래 간직할게요,10,9,0,2019-04-06 18:15:00,관람객"
"로망,78,hye8****,치매가 무섭고 슬픈 질병이라는 것을 알려주는 영화,10,9,0,2019-04-06 12:44:00,0"
"로망,79,이종은(whd7****),진짜 눈물 쏙 빠지네요...,10,9,0,2019-04-06 10:31:00,0"
"로망,80,oje2****,누구에게나 있는 젊은날 그리고 인생의 마침표..아직 인생의 반도 오지 못한 나에게 나의 먼 미래의 모습같아 하염없이 눈물을 흘렸다,10,9,0,2019-04-06 02:27:00,0"
"로망,81,sall****,""지금까지 이렇게 눈물이 많이나는 영화는 없었던듯, 집에오는 내내 여운이 가시질 않네요"",10,9,0,2019-04-06 00:37:00,0"
"로망,82,어둠(himo****),왜 안보냐... 휴지 꼭 들고 가고...,10,9,0,2019-04-06 00:27:00,0"
"로망,83,힐더월드(sunc****),리뷰 원래 잘 안쓰는데 정말 괜찮은 영화. 노부부 영화라고만 생각했는데 그런거 아님.,10,9,0,2019-04-05 23:14:00,0"
"로망,84,혠닝(wsqa****),소소한 웃음..영화보는동안 네번정도 울었어요 ㅜㅜ,10,9,0,2019-04-05 23:02:00,0"
"로망,85,서현(dk94****),""어른들의 현실을 모르고 할머니,할아버지를 마냥 좋아하던 영화속 손녀같던 시절이 존재했다. 인생 뜻대로 안되기도 하고,부모님처럼은 살지않겠다고 원망하면서 부모님 생각하면 가슴 먹먹한 아들,며느리 모습도 있다. 나이가 ..."",10,9,0,2019-04-05 05:00:00,0"
"로망,86,engt****,돌아가신 아버지 집에 계신 어머니 생각도 나고 나의 먼훗날 미래도 생각나게 하네요,10,9,0,2019-04-05 01:38:00,0"
"로망,87,코스모스(ccow****),나도이럴수있다는 이야기속의 내가 주인공이듯. . 가슴이 먹먹합니다.부모님 살아계실적 더 잘해드리고자주찾아뵙고해야겄어요.혼자라도 영화보러 가렵니다.,10,9,0,2019-04-05 00:39:00,0"
"로망,88,발렌타인(myge****),이보다 슬픈 영화는 많았지만 이만큼 울어본 영화는 없었습니다. 아 눈 아파,9,9,0,2019-04-04 21:41:00,0"
"로망,89,stmf****,연기 너무 좋아요 영화내용도 너무 좋아요 지루하지않게 보았습니다,10,10,1,2019-04-10 22:18:00,관람객"
"로망,90,mirr****,인생영화!억지 자극에 길들어있다가 담백하고 잔잔한데도 감동이 넘쳐흐르는 작품을 만나 숨통이 트이는 느낌!내돈주고 영화보고도 감사하단말이 절로~~,10,10,1,2019-04-09 16:02:00,0"
"로망,91,9988(hanl****),요즘남편과 사이가 안좋아서 남편억지로 끌고 가봤는데... 잘봤습니다~,6,10,1,2019-04-08 09:23:00,관람객"
"로망,92,jyd2****,""보면서 가슴이 먹먹할 따름,,, 많이 울었어요"",10,10,1,2019-04-08 00:26:00,관람객"
"로망,93,pooh****,부모님과 함께 관람했어요. 저희 엄마도 지병이 있으셔서 오래 앉아있기 힘들어 하시는데 시간가는 줄 모르고 관람하시더라고요. 재미있는 스토리에 웃기도하고 마음을 울리기도 하고 모처럼 부모님과 좋은 시간보냈습니다. 자식...,10,10,1,2019-04-07 23:16:00,0"
"로망,94,샘토리(lkhg****),인생영화 등극입니다 진심으로,10,10,1,2019-04-07 23:07:00,0"
"로망,95,낮버디밤세이브창용(dely****),군산 롯데시네마에서 우리 커플포함 3명봤다 덕분에 눈치안보고 펑펑 울었다 인생영화 억지감동도 아닌 나도 저렇게 될수도 있겠구나 싶어서 너무 슬펐다,10,10,1,2019-04-07 22:26:00,0"
"로망,96,달궁이(ekfr****),왜 박스오피스 7위?이해 불가1위감인데,10,10,1,2019-04-07 00:36:00,0"
"로망,97,양준영(sky0****),제가봤던 영화중 최고의 영화입니다정말 눈물계속납니다 많은걸 깨달았습니다이런 명작은 올려줘야됩니다,10,10,1,2019-04-07 00:06:00,0"
"로망,98,dv30****,정말 많은 생각을 하게 만드는 영화인 것 같아요. 그런데 왜 상영관이 많이 없나요...ㅠㅠ 지금보다 더 많은 사람들이 보았으면 좋겠어요!,10,10,1,2019-04-06 22:59:00,0"
"로망,99,민수갓(nami****),이 작품 욕하는사람은 거의없을거같아요.이순재님 연기가 너무 눈물났어요.,10,10,1,2019-04-06 22:04:00,0"
"로망,100,BLISS(mrka****),우리 모두가 반드시 가족과 함께 봐야할 가슴속 이야기 ♥,10,10,1,2019-04-06 13:25:00,0"
"로망,101,안알랴줌(qw12****),꿀팁) 휴지 한통 들고가셈내 눈물샘이 자동문이 된 줄 알았다. 안울려고 링딩동3창했는데 '이매자'소리 들릴때마다 오픈당함 진짜 집에서 봤으면 오열하면서 봤을듯,10,10,1,2019-04-06 11:32:00,0"
"로망,102,Carpe Diem(yeso****),펑펑울면서 봤네요.. 있을때 잘하자는 말이 크게 와닿네요 연기너무 좋았습니다!!,9,10,1,2019-04-04 14:20:00,0"
"로망,103,건설분야 대표변호사(artk****),한편의 드라마 같은 잔잔한 감동과 함께 하는 영화,10,10,1,2019-04-04 08:22:00,0"
"로망,104,강태성(kang****),꼭보십시요 꼭꼭 간만에 영화같은영화밧네,10,10,1,2019-04-04 07:45:00,0"
"로망,105,홍은정(dspc****),펑펑 울엇네용~~~...,7,10,1,2019-04-04 02:14:00,0"
"로망,106,메이크업ju(ligh****),""억지울음이 아닌 어느어느 구석구석 장면 에선가 내부모님과 우리가족이 오버랩되는순간 자연스럽게 눈가가 촉촉해졌네요.콧물 잔뜩 먹고 옴..ㅠㅠ 훌쩍 부모님과 함께 , 혹은 불효자가봐야할..."",10,10,1,2019-04-04 01:47:00,0"
"로망,107,갱이(dus0****),방금전에 보고왔어요. 평점 등록 처음해보네요. 치매걸리신 할머니와 멀리계신 부모님 생각이 많이 났어요. 영화가 끝나고 나서도 가슴이 먹먹해서 한동안 자리에 앉아있었네요. 저희 부모님께 꼭 추천하고싶은 영화에요.,10,10,1,2019-04-04 00:50:00,0"
"로망,108,양하은(sksm****),영화 시작부터 지루한 감정을 하나도 못느꼈고평점 남긴 영화도 처음 입니다 정말 추천 드립니다.오랜만에 광광 울어버렸네요.,10,8,0,2019-04-11 23:43:00,0"
"로망,109,검은밤바다(cat_****),영화만들어주셔서 고마워요. 따뜻했는데 많이 울었던 영화였습니다.,10,8,0,2019-04-10 23:55:00,0"
"로망,110,매직아워(eilo****),""하나 뿐인 내편 같은 유치뽕짝 주말드라마와는 다른, 온기와 진심으로 치매를 대하는 자세."",10,8,0,2019-04-10 17:27:00,0"
"로망,111,jjyz(kimj****),상영관이 너무 없네요 ㅠㅠ,10,8,0,2019-04-09 20:08:00,0"
"로망,112,coav****,살면서 본 영화관 영화중에서 가장 많이 울었고 평점처음 써보게 만드는 영화네여 진짜 보면서 계속 울었어요 너무 슬프고 명연기에 너무 몰입해서 봤네여,10,8,0,2019-04-09 15:38:00,0"
"로망,113,rlav****,울컥울컥하다가 죽을뻔..   러브엑츄얼리의 카드 고백보다 순재형님과 매자누나의 댓글달기가 100배는 멋있고 감동적이었다  처음으로 평남기는 영화 ㅠ,10,8,0,2019-04-09 13:05:00,0"
"로망,114,gksthd(gkst****),""많은것을 느끼게 해주고 이순재, 정영숙 두분의 명품연기가 너무좋았습니다. 정말 좋은영환데상영관이 너무 없는것 같아서 슬프네요ㅠ"",10,8,0,2019-04-08 22:17:00,0"
"로망,115,꿀(syh4****),저희 할머니가 치매이신데 정말 이영화 보면서 너무 할머니 생각나고 가슴이 먹먹하네요.너무 좋은 영화인데 상영하는 곳이 너무 적은게 아쉽네요,10,8,0,2019-04-08 20:52:00,0"
"로망,116,김경민(ruas****),혼자서펑펑울다왔습니다,10,8,0,2019-04-08 15:04:00,0"
"로망,117,cans****,가족이라는 두글자..,10,8,0,2019-04-08 14:22:00,0"
"로망,118,HappyHana(namo****),내생에 처음으로 영화평점 남겨본다.,10,8,0,2019-04-08 12:18:00,0"
"로망,119,James(jame****),좋은 영화입니다~ 추천합니다,10,8,0,2019-04-08 08:44:00,0"
"로망,120,강산해(hjtc****),연로하신 부모님과 자녀들이 보면 좋을 영화. 누구나 겪을수 있는 슬프고 아픈 인생의 마지막 노년기‥,10,8,0,2019-04-07 21:54:00,관람객"
"로망,121,박미영(mali****),울다가 울고 한숨쉬다가 울고...너무 현실적이여서 더마음이아팠습니다,10,8,0,2019-04-07 21:08:00,0"
"로망,122,hyeo****,많은 생각을 주는 영화 인데 상영관이 너무 없네요,8,8,0,2019-04-07 21:04:00,관람객"
"로망,123,스패니쉬(gift****),부모님이 너무 좋아하셨어요~,9,8,0,2019-04-07 18:50:00,관람객"
"로망,124,아무끼나(luv1****),아들 진수..의 마음이 가까운 미래의 내모습..을보는듯 해서 울컥했다..어머니..께서 조금이나마 정신이 온전할때더 잘해드려야겠다.,10,8,0,2019-04-07 18:06:00,0"
"로망,125,코코코코코(wjdd****),7번방의 선물 이후로 안울었던 내가... 일년치 눈물 다 뺐다...,10,8,0,2019-04-07 17:46:00,0"
"로망,126,ㄹㅎ(mfgh****),어머니 모시고 보러갔는데영화 보는 내내 눈물이 멈추질 않았어요.억지로 짜내는 그런 영화가 아니라살아가면서 자연스레 누구나 겪을 얘기라 그런지공감도 돼고 한편으론 생각이 참 많아지게 하는 영화였어요. 부모님 모시고 함...,10,8,0,2019-04-07 15:39:00,관람객"
"로망,127,ecob****,나는 잘 살고 있는 것인지..생각해보게 하는 영화,10,8,0,2019-04-07 14:41:00,0"
"로망,128,아잉나야(jesu****),상영관이 넘 없어서 아쉬웠습니다부모님  모시고 꼭   다시 보고  싶네요ㅠ,10,8,0,2019-04-07 13:03:00,관람객"
"로망,129,once****,""남봉씨 오줌쌀때 이매자씨가 꼭 껴안아주며한말 """"괜찮아요 다 괜찮아요 """"이때 나는 눈물이 나더군요 감동깊게 잘봤어요"",10,8,0,2019-04-07 11:46:00,0"
"로망,130,세무법인로맥강남지사(p538****),재미있게잘보았습니다,10,8,0,2019-04-07 11:41:00,0"
"로망,131,강안나(john****),우리 부모님 두분이 함께 보시고 오셨네요. 우리엄마가 치매이신데요. 저는 벌써 울음이 나와 보러 갈 용기가 안나네요,10,8,0,2019-04-07 01:43:00,0"
"로망,132,산소나방(dmws****),완전슬프거  정말 재미있어용 ~,10,8,0,2019-04-07 01:16:00,관람객"
"로망,133,잠만보옹(kimi****),예고편으로 이미 짐작가능한 내용으로 알고봤는데도 많이 울면서 봤네요 응원합니다 너무잘봤어요 감사합니다!!,10,8,0,2019-04-06 23:18:00,0"
"로망,134,오롤롤롤(gllo****),머지않아 결말이 달라질 수 있길.,8,8,0,2019-04-06 18:33:00,관람객"
"로망,135,김성호(zero****),부모님 모시고 봤습니다. 효도 합시다,10,8,0,2019-04-06 16:09:00,0"
"로망,136,김징(jek1****),현실에서 일어날 수 있는 일이기에.. 또 나의 가족들이 겹쳐보여서 너무 슬펐던 영화..,10,8,0,2019-04-06 08:38:00,0"
"로망,137,muchacha(dbwl****),볼 수 있는 상영관이 많지 않다는 것이 아쉬울 따름입니다 오랜만에 가슴이 먹먹해지는 영화를 본 것 같습니다,10,8,0,2019-04-06 04:22:00,0"
"로망,138,돼지(kjhk****),평소 눈물이라고 모르던 사람이 이영화보고 2년만에 울었네요 ..부모와 연인에게 후회할짓안남기도록 다시한번더 깨달음을 얻게되네요..,10,8,0,2019-04-06 02:12:00,0"
"로망,139,ldhziem(qqpp****),정말 너무 좋은 영화인데 상영관이 부족해 많은 사람들에게 알려지지 못한다는 점이 너무 아쉽네요 한번쯤 꼭 봐야할 영화라고 생각합니다,10,8,0,2019-04-06 00:55:00,0"
"로망,140,백은주(smpa****),평범한 영화다라고 생각하는 순간 시골에 둘이 계신 부모님이 자꾸 생각나고 어느새 눈물이 주룩주룩 나데요..죽는것도 맘대로 같이 못죽는게 인생이라는 말에서 먹먹했어요..,10,8,0,2019-04-06 00:35:00,0"
"로망,141,웃음지기(dpfh****),감동이 밀려옴~~여친 사정없이 울어뚜~,10,8,0,2019-04-05 22:49:00,관람객"
"로망,142,sb02****,미래를 생각하게 되는 영화.. 정말 이런 영화가 많이 알려지길 바랍니다,7,8,0,2019-04-05 19:46:00,관람객"
"로망,143,obgy****,부모님이  다시 보입니다  꼭 보세요,10,8,0,2019-04-05 18:14:00,0"
"로망,144,lhj4****,처음부터 끝까지 가슴이 먹먹하고 눈물이 멈추지 않는 영화입니다. 가족의 존재에 대해 다시 한 번 생각해보게 되는 좋은 시간이였습니다.,10,8,0,2019-04-05 17:32:00,0"
"로망,145,gusd****,슬픔 + 감동 + 재미 입니다.,10,8,0,2019-04-05 16:03:00,0"
"로망,146,윤정맘(pros****),영화 엄청 많이 보는데 첨 리뷰 써봐요...저희 부부 영화 보는 내내 울고 하루 종일 여운이 남는 영화였습니다...,10,8,0,2019-04-05 01:03:00,0"
"로망,147,설화(8145****),슬퍼여 한시간동안 내내 울엇어요,10,8,0,2019-04-05 00:45:00,0"
"로망,148,eddi****,내 모습이 어떻든 끝까지 옆에 있어주는 사람. 그 사람이 곧 나의 전부이기에,9,8,0,2019-04-05 00:34:00,0"
